"sequencial","dataadmissao","transferido","codigoatleta","codigoclube"
21271,2022-05-02,false,25039,23
21272,2022-05-02,false,25040,23
21273,2022-05-04,false,25041,23
21274,2022-03-10,false,25042,23
21275,2022-02-02,false,25043,23
21276,2020-07-11,false,25044,23
21277,2022-03-30,false,25045,23
21278,2022-07-04,false,25046,23
21279,2022-10-18,false,4471,115
21280,2022-10-18,false,2192,115
21281,2022-04-05,false,25047,34
21282,2022-04-05,false,25048,34
21716,4022-03-12,false,25361,53
21284,2022-04-05,false,25050,34
21717,2021-04-13,false,25362,53
21718,2022-08-09,false,25363,53
21287,2022-04-05,false,25053,34
21719,2022-08-09,false,25364,53
21289,2022-04-05,false,25055,34
21290,2022-04-05,false,25056,34
21291,2022-04-05,false,25057,34
21292,2022-04-05,false,25058,34
21720,2022-09-19,false,25365,53
21294,2022-04-05,false,25060,34
25148,2025-05-10,false,28570,29
21296,2022-04-05,false,25062,34
25149,2024-04-10,false,28571,29
21298,2022-04-05,false,25064,34
21721,2022-09-29,false,25366,53
21722,2022-09-28,false,25367,53
21723,2022-09-28,false,25368,53
21724,2022-10-10,false,25369,53
21303,2022-07-05,false,25069,24
21304,2022-04-16,false,25070,61
21305,2022-07-11,false,25071,64
21306,2022-07-11,false,25072,64
21307,2022-07-11,false,25073,64
21308,2022-07-11,false,25074,64
21309,2022-08-08,false,25075,11
21310,2022-08-08,false,25076,11
21311,2022-08-08,false,25077,11
21312,2022-08-08,false,25078,11
21313,2022-08-08,false,25079,11
21314,2022-08-08,false,25080,11
21315,2022-08-08,false,25081,11
21316,2022-04-04,false,25082,61
21317,2022-04-06,false,25083,61
21318,2022-03-30,false,25084,61
25192,2024-09-12,false,28613,115
21319,2022-01-03,false,25085,61
21320,2022-02-08,false,25086,61
21321,2022-03-30,false,25087,61
21322,2022-04-04,false,25088,61
21323,2022-03-30,false,25089,61
21324,2022-03-29,false,25090,61
21325,2022-02-08,false,25091,61
21326,2022-04-16,false,25092,61
21327,2022-04-06,false,25093,61
21328,2022-03-30,false,25094,61
21329,2022-04-06,false,25095,61
21330,2022-04-16,false,25096,61
21331,2022-03-22,false,25097,61
21332,2022-02-21,false,25098,61
21333,2022-02-03,false,25099,61
21334,2022-02-08,false,25100,61
21335,2022-04-04,false,25101,61
21336,2022-03-30,false,25102,61
21337,2022-02-08,false,25103,61
21338,2022-10-03,false,25104,55
21339,2022-10-16,false,25105,55
21340,2022-08-08,false,25106,11
21341,2022-02-09,false,25107,61
21342,2013-04-08,false,25108,61
21343,2022-03-09,false,25109,61
21344,2022-02-08,false,25110,61
21345,2013-03-29,false,25111,61
21346,2021-03-05,false,25112,61
21347,2022-04-04,false,25113,61
21348,2013-04-03,false,25114,61
21349,2012-03-12,false,25115,61
21350,2022-03-03,false,25116,61
21351,2016-05-23,false,25117,61
21352,2022-04-03,false,15664,64
21353,2022-02-23,false,12427,64
21354,2022-08-01,false,25118,67
21355,2022-08-01,false,25119,67
21356,2022-08-01,false,25120,67
21357,2022-08-01,false,25121,67
21358,2022-08-01,false,25122,67
21359,2022-04-01,false,25123,67
21360,2022-08-01,false,25124,67
21361,2022-08-01,false,25125,67
21362,2022-08-01,false,25126,67
21363,2022-08-01,false,25127,67
21364,2022-08-01,false,25128,67
21365,2022-08-01,false,25129,67
21366,2022-08-01,false,25130,67
21367,2022-04-01,false,25131,67
21368,2022-08-01,false,25132,67
21369,2021-04-20,false,25133,67
21370,2022-01-06,false,25134,46
21371,2016-02-29,false,25135,46
21372,2022-01-06,false,25136,46
21373,2022-09-02,false,25137,55
21374,2022-06-01,false,25138,55
21375,2022-08-14,false,25139,55
21376,2022-04-01,false,25140,51
21377,2022-04-01,false,25141,51
21378,2022-08-01,false,25143,67
21379,2021-07-27,false,25144,53
21380,2021-07-27,false,25145,53
21381,2022-02-08,false,25146,61
21382,2022-03-30,false,25147,61
21383,2022-03-03,false,25148,61
21384,2022-11-07,false,23322,115
21385,2022-11-07,false,23540,115
21386,2022-11-07,false,2221,115
21387,2022-11-07,false,2282,115
21388,2022-11-07,false,21495,115
21389,2022-11-07,false,23710,115
21390,2022-11-07,false,24003,115
21391,2022-11-07,false,24052,115
21392,2022-11-07,false,24053,115
21393,2022-11-07,false,24206,115
21394,2022-11-07,false,24247,115
21395,2022-11-07,false,24248,115
21396,2022-11-07,false,24453,115
21397,2022-11-07,false,24456,115
21398,2022-11-07,false,24465,115
21399,2022-11-07,false,22770,115
21400,2022-11-07,false,2277,115
21401,2022-11-07,false,16441,115
21402,2022-11-07,false,21481,115
21403,2022-11-07,false,23709,115
21404,2022-11-07,false,23886,115
21405,2022-11-07,false,24001,115
21406,2022-11-07,false,24004,115
21407,2022-11-07,false,24452,115
21408,2022-11-07,false,24467,115
21409,2022-11-07,false,24674,115
21410,2022-11-07,false,24675,115
21411,2022-11-07,false,22608,115
21412,2022-11-07,false,5772,115
21413,2022-11-07,false,14139,115
21414,2022-11-07,false,15740,115
21415,2022-11-07,false,17895,115
21416,2022-11-07,false,17898,115
21417,2022-11-07,false,21490,115
21418,2022-11-07,false,23706,115
21419,2022-11-07,false,23890,115
21420,2022-11-07,false,23896,115
21421,2022-11-07,false,24411,115
21422,2022-11-07,false,24454,115
21423,2022-11-07,false,24471,115
21424,2022-11-07,false,24677,115
21425,2022-11-07,false,22911,115
21426,2022-11-07,false,23137,115
21427,2022-11-07,false,23263,115
21428,2022-11-07,false,21486,115
21429,2022-11-07,false,21487,115
21430,2022-11-07,false,21964,115
21431,2022-11-07,false,23704,115
21432,2022-11-07,false,23891,115
21433,2022-11-07,false,23897,115
21434,2022-11-07,false,23901,115
21435,2022-11-07,false,23999,115
21436,2022-11-07,false,24051,115
21437,2022-11-07,false,24201,115
21438,2022-11-07,false,24202,115
21439,2022-11-07,false,24203,115
21440,2022-11-07,false,24412,115
21441,2022-11-07,false,24459,115
21442,2022-11-07,false,24502,115
21443,2022-11-07,false,9773,115
21444,2022-11-07,false,23959,115
21445,2022-11-07,false,23960,115
21446,2022-11-07,false,24468,115
21447,2022-11-07,false,23538,115
21448,2022-11-07,false,23545,115
21449,2022-11-07,false,23546,115
21450,2022-11-07,false,8880,115
21451,2022-11-07,false,22366,115
21452,2022-11-07,false,23889,115
21453,2022-11-07,false,23963,115
21454,2022-11-07,false,24451,115
21455,2022-11-07,false,23539,115
21456,2022-11-07,false,18334,115
21457,2022-11-07,false,19485,115
21458,2022-11-07,false,22367,115
21459,2022-11-07,false,22378,115
21460,2022-11-07,false,23892,115
21461,2022-11-07,false,23903,115
21462,2022-11-07,false,23921,115
21463,2022-11-07,false,24413,115
21464,2022-11-07,false,24469,115
21465,2022-11-07,false,24676,115
21466,2022-11-07,false,22910,115
21467,2022-11-07,false,23141,115
21468,2022-11-07,false,23321,115
21469,2022-11-07,false,4772,115
21470,2022-11-07,false,4875,115
21471,2022-11-07,false,5801,115
21472,2022-11-07,false,11611,115
21473,2022-11-07,false,22373,115
21474,2022-11-07,false,24050,115
21475,2022-11-07,false,24246,115
21476,2022-11-07,false,24410,115
21477,2022-11-07,false,24415,115
21478,2022-11-07,false,24448,115
21479,2022-11-07,false,24457,115
21480,2022-11-07,false,24678,115
21481,2022-01-01,false,25149,115
21482,2022-01-01,false,25150,115
21483,2022-01-01,false,25151,115
21484,2022-01-01,false,25152,115
21485,2022-01-01,false,25153,115
21486,2022-01-01,false,25154,115
21487,2022-01-01,false,25155,115
21488,2022-01-01,false,25156,115
21489,2022-01-01,false,25157,115
21490,2022-01-01,false,25158,115
21491,2022-01-01,false,25159,115
21492,2022-01-01,false,25160,115
21493,2022-01-01,false,25161,115
21494,2022-01-01,false,25162,115
21495,2022-01-01,false,25163,115
21496,2022-01-01,false,25164,115
21497,2022-01-01,false,25165,115
21498,2022-01-01,false,25166,115
21499,2022-01-01,false,25167,115
21500,2022-01-01,false,25168,115
21501,2022-01-01,false,25169,115
21502,2022-01-01,false,25170,115
21503,2022-01-01,false,25171,115
21504,2022-01-01,false,25172,115
21505,2022-01-01,false,25173,115
21506,2022-01-01,false,25174,115
21507,2022-01-01,false,25175,115
21508,2022-04-07,false,25176,115
21509,2022-04-11,false,25177,115
21510,2022-04-26,false,25178,115
21511,2022-04-13,false,25179,115
21512,2022-04-28,false,25180,115
21513,2022-04-19,false,25181,115
21514,2022-04-14,false,25182,115
21515,2022-04-05,false,25183,115
21516,2022-03-29,false,25184,115
21517,2022-07-29,false,25185,55
21518,2022-02-03,false,25186,55
21519,2022-07-29,false,25187,55
21520,2022-08-02,false,25188,55
21521,2022-02-03,false,25189,55
21522,2022-03-08,false,25190,55
21523,2022-08-26,false,25191,55
21524,2022-08-26,false,25192,55
21525,2022-06-27,false,25193,55
21526,2022-02-03,false,25194,55
21527,2022-06-25,false,25195,55
21528,2022-08-10,false,25196,55
21529,2021-08-05,false,25197,55
21530,2022-08-25,false,25198,55
21531,2022-08-25,false,25199,55
21532,2022-05-02,false,25200,55
21533,2022-08-30,false,25201,55
21534,2022-08-31,false,25202,55
21535,2022-02-08,false,25203,61
21536,2022-04-08,false,25204,115
21537,2022-04-05,false,25205,30
21538,2022-02-01,false,25206,64
21539,2022-08-08,false,25207,11
21540,2022-08-08,false,25208,11
21541,2022-11-20,false,13686,64
21542,2001-01-25,false,25209,31
21543,2022-11-20,false,25209,64
21544,2022-03-10,false,25210,26
21545,2022-06-08,false,25211,61
21546,2022-11-23,false,22679,18
21547,2022-11-23,false,22685,18
21548,2022-11-23,false,22689,18
21549,2022-11-23,false,22831,18
21550,2022-11-23,false,22833,18
21551,2022-11-23,false,22834,18
21552,2022-11-23,false,4473,18
21553,2022-11-23,false,12605,18
21554,2022-11-23,false,19332,18
21555,2022-11-23,false,19346,18
21556,2022-11-23,false,19348,18
21557,2022-11-23,false,20084,18
21558,2022-11-23,false,20094,18
21559,2022-11-23,false,20095,18
21560,2022-11-23,false,20114,18
21561,2022-11-23,false,20728,18
21562,2022-11-23,false,20729,18
21563,2022-11-23,false,20730,18
21564,2022-11-23,false,20731,18
21565,2022-11-23,false,21893,18
21959,2022-12-06,false,19013,18
21567,2022-11-23,false,25213,18
21568,2022-07-19,false,25214,19
21569,2022-07-12,false,25215,19
21570,2022-01-18,false,25216,19
21571,2022-06-05,false,25217,34
21572,2022-06-05,false,25218,34
21573,2022-03-18,false,25219,115
21574,2019-02-21,false,25220,115
21575,2022-06-05,false,25221,34
21576,2022-06-06,false,25222,34
21577,2022-06-06,false,25223,34
21578,2022-06-06,false,25224,34
21579,2022-06-06,false,25225,34
21580,2022-06-06,false,25226,34
21581,2022-06-06,false,25227,34
21582,2022-06-06,false,25228,34
21583,2022-06-06,false,25229,34
21584,2022-06-06,false,25230,34
21585,2022-06-06,false,25231,34
21586,2022-06-06,false,25232,34
21587,2022-06-06,false,25233,34
21588,2021-11-01,false,25234,19
21589,2022-06-06,false,25235,34
21590,2022-06-06,false,25236,34
21591,2022-06-06,false,25237,34
21592,2022-06-06,false,25238,34
21593,2022-06-06,false,25239,34
21594,2022-06-06,false,25240,34
21595,2022-06-06,false,25241,34
21596,2022-08-24,false,25242,28
21597,2022-06-15,false,25243,28
21598,2022-07-12,false,25244,28
21599,2022-07-19,false,25245,28
21600,2022-07-19,false,25246,28
21601,1988-04-20,false,25247,10
21602,2022-11-23,false,25248,30
21603,2022-08-02,false,25249,28
21604,2022-07-12,false,25250,28
21605,2022-08-02,false,25251,28
21606,2022-07-12,false,25252,28
21607,2022-07-12,false,25253,28
21608,2022-07-12,false,25254,28
21609,2022-07-12,false,25255,28
21610,2022-04-04,false,25256,61
21611,2022-06-01,false,25257,43
23426,2023-05-05,false,26958,28
21613,2022-07-19,false,25259,28
21614,2022-07-19,false,25260,28
21615,2022-06-07,false,25261,28
21616,2022-08-23,false,25262,28
21617,2022-08-09,false,25263,28
21618,2022-03-26,false,3744,46
21619,2022-06-06,false,25264,34
21620,2022-04-05,false,25265,28
21621,2022-04-05,false,25266,28
21622,2022-04-05,false,25267,28
21623,2022-06-06,false,25268,34
21624,2022-06-06,false,25269,34
25201,2024-08-02,false,28622,62
21626,2022-04-05,false,25271,28
21627,2021-04-06,false,25272,28
21628,2022-07-12,false,25273,28
21629,2022-07-12,false,25274,28
21630,2021-08-12,false,25275,28
21631,2022-05-04,false,25276,28
21632,2022-08-09,false,25277,28
21633,2022-04-05,false,25278,28
21634,2022-03-15,false,25279,18
21635,2022-07-20,false,25280,19
21636,2022-07-18,false,25281,19
21637,2022-07-19,false,25282,19
21638,2022-07-19,false,25283,19
21639,2022-03-24,false,25284,28
21640,2022-04-10,false,25285,28
21641,2022-07-26,false,25286,28
21642,2022-07-04,false,25287,28
21643,2021-10-20,false,25288,28
21644,2022-04-05,false,25289,28
21645,2022-08-22,false,25290,28
21646,2022-07-07,false,25291,28
21647,2022-08-01,false,25292,54
21648,2022-08-01,false,25293,54
21649,2022-08-01,false,25294,54
21650,2022-08-01,false,25295,54
21651,2022-08-01,false,25296,54
21652,2022-08-01,false,25297,54
21653,2022-09-05,false,25298,30
21654,2022-09-05,false,25299,30
21655,2022-09-12,false,25300,30
21656,2022-09-07,false,25301,30
21657,2022-09-07,false,25302,30
21658,2022-09-09,false,25303,30
21659,2022-09-09,false,25304,30
21660,2022-09-09,false,25305,30
21661,2000-09-02,false,25306,30
21662,2022-09-02,false,25307,30
21663,2022-09-03,false,25308,30
21664,2022-09-02,false,25309,30
21665,2022-09-05,false,25310,30
21666,2022-09-07,false,25311,30
21667,2022-09-09,false,25312,30
21668,2022-08-29,false,25313,30
21669,2022-09-12,false,25314,30
21670,2022-09-12,false,25315,30
21671,2022-09-14,false,25316,30
21672,2022-09-14,false,25317,30
21673,2022-09-12,false,25318,30
21674,2022-09-01,false,25319,30
21675,2022-05-08,false,25320,30
21676,2022-09-01,false,25321,30
21677,2022-09-01,false,25322,30
21678,2022-03-15,false,25323,18
21679,2022-03-15,false,25324,18
21680,2022-03-15,false,25325,18
21681,2022-03-15,false,25326,18
21682,2022-03-15,false,25327,18
21683,2022-03-15,false,25328,18
21684,2022-03-15,false,25329,18
21685,2022-03-15,false,25330,18
21686,2022-03-15,false,25331,18
21687,2022-03-15,false,25332,18
21688,2022-03-15,false,25333,18
21689,2022-03-15,false,25334,18
21690,2022-03-15,false,25335,18
21691,2022-03-15,false,25336,18
21692,2022-03-15,false,25337,18
21693,2022-03-15,false,25338,18
21694,2022-03-15,false,25339,18
21695,2022-03-15,false,25340,18
21696,2022-03-15,false,25341,18
21697,2022-03-15,false,25342,18
21698,2022-05-18,false,25343,12
21699,2022-06-10,false,25344,12
21700,2022-07-16,false,25345,12
21701,2022-08-19,false,25346,12
21702,2022-06-15,false,25347,12
21703,2022-02-16,false,25348,12
21704,2022-07-18,false,25349,12
21705,2022-06-05,false,25350,28
21706,2022-06-05,false,25351,28
21707,2022-06-05,false,25352,28
21708,2022-05-06,false,25353,28
21709,2022-06-05,false,25354,28
21710,2022-06-05,false,25355,28
21711,2022-06-05,false,25356,28
21712,2022-05-06,false,25357,28
21713,2022-07-16,false,25358,12
21714,2022-09-01,false,25359,30
21715,2022-09-01,false,25360,30
21725,2022-10-31,false,25370,53
21726,2022-05-03,false,25371,53
21727,2022-09-20,false,25372,53
21728,2022-09-21,false,25373,53
21729,2022-07-31,false,25374,12
21730,2022-06-27,false,25375,12
21731,2022-09-01,false,25376,43
21732,2022-09-01,false,25377,43
21733,2022-09-01,false,25378,43
21734,2022-09-01,false,25379,43
21735,2022-09-01,false,25380,43
21736,2022-09-01,false,25381,43
21737,2022-09-01,false,25382,43
21738,2022-09-01,false,25383,43
21739,2022-09-01,false,25384,43
21740,2010-11-21,false,25385,43
21741,2022-09-01,false,25386,43
21742,2022-09-01,false,25387,43
21743,2022-09-01,false,25388,43
21744,2022-09-01,false,25389,43
21745,2022-09-05,false,25390,30
21746,2022-09-05,false,25391,30
21747,2022-09-07,false,25392,30
21748,2022-09-07,false,25393,30
21749,2022-09-07,false,25394,30
21750,2022-09-07,false,25395,30
21751,2022-09-02,false,25396,30
21752,2021-12-13,false,25397,53
21753,2022-07-25,false,25398,53
21754,2022-08-09,false,25399,53
21755,2022-07-04,false,25400,53
21756,2022-06-20,false,25401,61
21758,2022-06-05,false,25403,61
21759,2022-11-22,false,25404,62
21760,2022-11-22,false,25405,62
21761,2022-09-05,false,25406,41
21762,2022-09-05,false,25407,41
21763,2022-08-01,false,25408,67
21764,2022-09-01,false,25409,43
21765,2022-08-10,false,25410,26
21766,2022-08-10,false,25411,26
21767,2022-08-10,false,25412,26
21768,2022-08-10,false,25413,26
21769,2022-08-10,false,25414,26
21770,2022-08-10,false,25415,26
21771,2022-08-10,false,25416,26
21772,2022-08-10,false,25417,26
21773,2022-08-10,false,25418,26
21774,2022-08-10,false,25419,26
21775,2022-08-10,false,25420,26
21776,2022-08-10,false,25421,26
21777,2022-08-10,false,25422,26
21780,2022-12-22,false,23207,29
21781,2022-12-22,false,23552,29
21782,2022-12-22,false,23973,29
21783,2022-12-22,false,23974,29
21784,2022-12-22,false,23975,29
21785,2022-12-22,false,24255,29
21786,2022-12-22,false,24256,29
21787,2022-12-22,false,24257,29
21788,2022-12-22,false,24259,29
21789,2022-12-22,false,24260,29
21790,2022-12-22,false,24563,29
21791,2022-12-22,false,24564,29
21792,2022-12-22,false,24565,29
21793,2022-12-22,false,24567,29
21794,2022-12-22,false,24568,29
21795,2022-12-22,false,24569,29
21796,2022-12-22,false,24592,29
21797,2022-12-22,false,24594,29
21798,2022-12-22,false,24600,29
21799,2022-12-22,false,24611,29
21800,2022-12-22,false,24667,29
21801,2022-12-22,false,24708,29
21803,2022-03-06,false,25424,29
21804,2022-09-15,false,25425,29
21805,2022-07-19,false,25426,29
21806,2022-08-16,false,25427,29
21807,2022-07-19,false,25428,29
21808,2022-07-19,false,25429,29
21809,2022-07-19,false,25430,29
21810,2022-08-16,false,25431,29
21811,2022-06-13,false,25432,29
21812,2022-08-16,false,25433,29
21813,2022-05-20,false,25434,29
21814,2022-07-19,false,25435,29
21815,2022-07-19,false,25436,29
21816,2022-06-20,false,25437,29
21817,2022-08-16,false,25438,29
21827,2022-11-13,false,25444,55
21828,2013-01-01,false,25445,67
21820,2022-08-16,false,25441,29
21829,2022-07-08,false,24166,53
21822,2022-08-16,false,23193,29
21823,2022-08-16,false,23192,29
21824,2022-07-16,false,16568,29
21825,2022-07-16,false,18933,29
21826,2022-07-19,false,25443,29
21830,2022-07-08,false,21574,53
21831,2022-07-30,false,25446,53
21832,2022-07-30,false,25447,53
21833,2022-08-10,false,25448,26
21834,2022-08-10,false,25449,26
21835,2022-08-10,false,25450,26
21836,2022-08-10,false,25451,26
21837,2022-08-10,false,25452,26
21838,2022-08-10,false,25453,26
21839,2022-08-10,false,25454,26
21840,2022-08-10,false,25455,26
21841,2022-08-10,false,25456,26
21842,2022-08-10,false,25457,26
21843,2022-08-10,false,25458,26
21844,2022-08-10,false,25459,26
21845,2022-08-10,false,25460,26
21846,2022-08-10,false,25461,26
21847,2022-08-10,false,25462,26
21848,2022-08-10,false,25463,26
21849,2022-08-10,false,25464,26
21850,2022-08-10,false,25465,26
21851,2022-08-10,false,25466,26
21852,2022-08-10,false,25467,26
21853,2022-08-10,false,25468,26
21854,2022-08-10,false,25469,26
21855,2022-08-10,false,25470,26
21856,2022-08-10,false,25471,26
21857,2022-08-10,false,25472,26
21858,2022-08-10,false,25473,26
21859,2022-08-10,false,25474,26
21860,2022-08-10,false,25475,26
21861,2022-08-10,false,25476,26
21862,2022-08-10,false,25477,26
21863,2022-08-10,false,25478,26
21864,2022-08-10,false,25479,26
21865,2022-08-10,false,25480,26
21866,2022-08-10,false,25481,26
21867,2022-08-10,false,25482,26
21868,2022-08-10,false,25483,26
21869,2022-08-10,false,25484,26
21870,2022-08-10,false,25485,26
21871,2022-08-10,false,25486,26
21872,2022-08-10,false,25487,26
21873,2022-08-10,false,25488,26
21874,2022-08-10,false,25489,26
21875,2022-08-10,false,25490,26
21876,2022-08-10,false,25491,26
21877,2022-08-10,false,25492,26
21878,2022-08-10,false,25493,26
21879,2022-08-10,false,25494,26
21880,2022-08-10,false,25495,26
21881,2022-08-10,false,25496,26
21882,2022-08-10,false,25497,26
21883,2022-08-10,false,25498,26
21884,2021-08-10,false,25499,26
21885,2021-08-10,false,25500,26
21886,2022-08-10,false,25501,26
21887,2022-08-10,false,25502,26
21888,2022-08-10,false,25503,26
21889,2022-08-10,false,25504,26
21890,2022-08-10,false,25505,26
21891,2022-12-12,false,25506,24
21892,2022-11-19,false,25507,24
21893,2022-11-07,false,25508,24
21894,2022-11-07,false,25509,24
21895,2022-10-10,false,25510,24
21896,2022-10-31,false,25511,24
21897,2022-10-31,false,25512,24
21898,2022-10-31,false,25513,24
21899,2022-10-24,false,25514,24
21900,2022-10-24,false,25515,24
21901,2022-09-27,false,25516,23
21902,2022-08-20,false,25517,23
21903,2022-09-08,false,25518,23
21904,2022-09-16,false,25519,23
21905,2022-09-08,false,25520,23
21906,2022-09-05,false,25521,23
21907,2022-09-05,false,25522,23
21908,2022-06-28,false,25523,34
21909,2023-01-19,false,23481,114
21910,2022-10-26,false,25524,24
21911,2022-10-26,false,25525,24
21912,2022-10-26,false,25526,24
21913,2022-10-26,false,25527,24
21914,2023-01-16,false,25528,24
21915,2022-10-26,false,25529,24
21916,2022-10-26,false,25530,24
21917,2023-01-11,false,25531,24
21918,2023-01-23,false,25532,24
21919,2022-10-26,false,25533,24
21920,2022-10-24,false,25534,24
21921,2022-10-26,false,25535,24
21922,2022-10-31,false,25536,24
21923,2022-11-07,false,25537,24
21924,2022-12-12,false,25538,24
21925,2022-12-12,false,25539,24
21926,2022-10-05,false,25540,24
21927,2022-10-24,false,25541,24
21928,2022-10-31,false,25542,24
21929,2022-10-26,false,25543,24
21930,2022-10-26,false,25544,24
21931,2022-10-24,false,25545,24
21932,2022-10-26,false,25546,24
21933,2023-01-13,false,25547,67
21934,2022-08-10,false,25548,26
21935,2022-08-10,false,25549,26
21936,2022-08-10,false,25550,26
21937,2022-08-10,false,25551,26
21938,2022-08-10,false,25552,26
21939,2022-08-10,false,25553,26
21940,2022-08-10,false,25554,26
21941,2023-01-26,false,25555,115
21942,2023-02-01,false,25556,115
21943,2023-02-01,false,25557,115
21944,2023-02-01,false,25558,115
21945,2023-01-27,false,25559,115
21946,2022-12-15,false,25560,115
21947,2022-11-17,false,25561,115
21948,2022-11-17,false,25562,115
21949,2022-11-24,false,25563,115
21950,2022-11-24,false,25564,115
21951,2022-11-21,false,25565,115
21952,2022-10-28,false,25566,115
21953,2022-10-28,false,25567,115
21954,2022-11-21,false,25568,115
21955,2022-10-18,false,25569,115
21956,2021-04-01,false,25570,67
21957,2022-02-14,false,25571,18
21958,2021-04-04,false,25572,34
21960,2022-11-01,false,25573,67
21961,2023-01-04,false,25574,67
21962,2022-11-03,false,25575,67
21963,2022-08-03,false,25576,67
21964,2022-11-01,false,25577,67
21965,2020-09-01,false,25578,24
21966,2023-02-13,false,25579,24
21967,2023-02-08,false,25580,24
21968,2023-02-13,false,25581,24
21969,2023-02-13,false,25582,24
21970,2023-02-22,false,25583,73
21971,2021-05-25,false,25584,73
21972,2023-02-06,false,25585,73
21973,2023-02-03,false,25586,115
21974,2023-02-03,false,25587,115
21975,2023-02-08,false,25588,115
21976,2023-02-10,false,25589,115
21977,2023-02-10,false,25590,115
21978,2023-02-11,false,25591,115
21979,2023-02-15,false,25592,115
21980,2023-02-02,false,25593,115
21981,2023-02-16,false,25594,115
21982,2023-02-01,false,25595,62
21983,2023-02-01,false,25596,62
21984,2022-09-01,false,25597,24
21985,2022-08-01,false,25598,24
21986,2023-01-16,false,25599,24
21987,2022-10-04,false,25600,24
21988,2022-10-10,false,25601,24
22807,2023-06-05,false,23376,43
21990,2023-01-02,false,25603,43
21991,2023-01-02,false,25604,43
21992,2023-02-13,false,25605,115
21993,2022-12-05,false,25606,24
21994,2022-12-05,false,25607,24
21995,2022-10-10,false,25608,46
21996,2022-10-10,false,25609,46
21997,2023-01-14,false,25610,46
21998,2022-01-14,false,25611,46
21999,2022-10-05,false,25612,28
22000,2022-10-05,false,25613,28
22001,2022-12-15,false,25614,12
22002,2023-03-10,false,25615,12
22003,2023-03-10,false,25616,12
22004,2023-03-10,false,25617,12
22005,2022-10-01,false,25618,67
22006,2022-11-01,false,25619,67
22007,2023-03-02,false,17685,115
22008,2023-03-02,false,20310,115
22009,2023-03-02,false,15207,115
22010,2022-08-10,false,25620,64
22011,2023-01-10,false,25621,64
22012,2022-10-03,false,25622,64
22013,2023-03-31,false,19788,94
22014,2023-04-03,false,19788,64
22015,2022-12-03,false,25623,67
22016,2001-01-01,false,25624,67
22017,2022-12-17,false,25625,12
22018,2022-12-16,false,25626,12
22019,2022-12-12,false,25627,12
22020,2022-11-18,false,25628,12
22021,2022-12-11,false,25629,12
22022,2022-12-07,false,25630,12
22023,2022-11-22,false,25631,12
22024,2022-12-13,false,25632,12
22025,2022-12-11,false,25633,12
22026,2011-11-15,false,25634,12
22027,2022-11-14,false,25635,12
22028,2022-10-16,false,25636,12
22029,2022-06-17,false,25637,12
22030,2022-12-12,false,25638,12
22031,2023-02-10,false,25639,115
22032,2021-08-01,false,25640,115
22033,1993-10-05,false,25641,118
22034,1988-06-01,false,25642,78
22035,2013-03-01,false,25645,78
22036,1990-02-01,false,25643,78
22037,2016-03-01,false,25644,78
22038,2017-05-01,false,25646,78
22039,2011-02-01,false,25647,78
22040,2017-10-01,false,25648,78
22041,2013-08-01,false,25649,78
22042,2015-06-01,false,25650,78
22043,2016-02-01,false,25651,78
22044,2018-05-01,false,25652,78
22045,2018-09-01,false,25653,78
22046,2019-03-01,false,25654,78
22047,2018-11-01,false,25655,78
22048,2017-04-01,false,25656,78
22049,2017-04-01,false,25657,78
22050,2021-02-01,false,25658,78
22051,2019-11-01,false,25659,78
22052,2018-06-01,false,25660,78
22053,2018-03-01,false,25661,78
22054,2017-04-01,false,25662,78
22055,2017-04-01,false,25663,78
22056,2021-08-01,false,25664,78
22057,2021-06-01,false,25665,78
22058,2022-02-01,false,25666,78
22059,2022-02-01,false,25667,78
22060,2022-04-01,false,25668,78
22061,2018-03-01,false,25669,78
22062,2021-04-01,false,25670,78
22063,2022-03-01,false,25671,78
22064,2022-03-01,false,25672,78
22065,2018-06-01,false,25673,78
22066,2021-03-01,false,25674,78
22067,2023-04-26,false,25185,122
22068,2023-04-26,false,25186,122
22069,2023-04-26,false,25187,122
22070,2023-04-26,false,25188,122
22071,2023-04-26,false,25189,122
22072,2023-04-26,false,25190,122
22073,2023-04-26,false,25191,122
22074,2023-04-26,false,25192,122
22075,2023-04-26,false,25193,122
22076,2023-04-26,false,25194,122
22077,2023-04-26,false,25195,122
22078,2023-04-26,false,25196,122
22079,2023-04-26,false,25197,122
22080,2023-04-26,false,25198,122
22081,2023-04-26,false,25199,122
22082,2023-04-26,false,25201,122
22083,2023-04-26,false,25202,122
22084,2023-04-26,false,22945,122
22085,2023-04-26,false,23227,122
22086,2023-04-26,false,3322,122
22087,2023-04-26,false,12872,122
22088,2023-04-26,false,23843,122
22089,2023-04-26,false,23844,122
22090,2023-04-26,false,24047,122
22091,2023-04-26,false,24486,122
22873,2023-02-07,false,26411,122
23586,2023-07-03,false,27107,64
22094,2023-04-26,false,24489,122
23583,2023-07-15,false,27104,122
23587,2023-07-11,false,27108,122
22097,2023-04-26,false,24499,122
22098,2023-04-26,false,24500,122
22099,2023-04-26,false,24516,122
22100,2023-04-26,false,24517,122
23909,2023-03-01,false,27419,23
22102,2023-04-26,false,24519,122
22103,2023-04-26,false,24520,122
22104,2023-04-26,false,24521,122
22105,2023-04-26,false,24522,122
22106,2023-04-26,false,24523,122
22107,2023-04-26,false,24524,122
